GeneID	Base_mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj
ENSG00000134186	22.35950247	-1.17815256	0.440276774	-2.675936203	0.007452083	0.038908079
ENSG00000162975	3.837590818	-3.620300899	1.352760569	-2.676231835	0.007445512	0.038908079
ENSG00000110218	13.78105656	2.840755994	1.061572945	2.67598756	0.007450941	0.038908079
ENSG00000089177	15.94574827	-1.431201377	0.534844006	-2.675922997	0.007452377	0.038908079
ENSG00000049759	24.80156481	-1.114716371	0.416641308	-2.675482121	0.007462185	0.038942683
ENSG00000134698	4.987854261	4.001425927	1.49761685	2.671862249	0.007543161	0.039314992
ENSG00000143952	4.987152518	4.001285382	1.497459068	2.672049919	0.007538943	0.039314992
ENSG00000158792	4.987854261	4.001425927	1.49761685	2.671862249	0.007543161	0.039314992
ENSG00000117262	3.838526475	-3.618346973	1.354569961	-2.671214539	0.007557733	0.039357431
ENSG00000198331	3.735701723	-2.767174829	1.035869922	-2.671353584	0.007554602	0.039357431
ENSG00000130640	37.33695718	1.148785722	0.430103127	2.670954127	0.007563598	0.03937123
ENSG00000071537	21.31287769	1.696383747	0.635203867	2.670613066	0.007571287	0.039394502
ENSG00000112851	19.4883316	1.862433496	0.697461025	2.670304763	0.007578243	0.039397209
ENSG00000169682	36.15530256	1.178704235	0.441398449	2.670385988	0.00757641	0.039397209
ENSG00000006282	34.18722253	1.222106129	0.457906268	2.6689002	0.007610006	0.039545544
ENSG00000153922	31.03017923	-1.023596831	0.383620513	-2.668253643	0.007624667	0.039604922
ENSG00000104967	49.81566906	-0.830986396	0.311458378	-2.668049588	0.0076293	0.039612178
ENSG00000160716	29.54131623	1.344401124	0.503927542	2.66784609	0.007633922	0.039619376
ENSG00000114850	24.22927845	-1.270536309	0.476511765	-2.666327261	0.0076685	0.03978197
ENSG00000115307	21.64402011	1.743795654	0.654116695	2.665878531	0.007678743	0.039818235
ENSG00000197915	2.925664788	-4.223328016	1.584621699	-2.665196379	0.007694338	0.03986533
ENSG00000094796	2.925664788	-4.223328016	1.584621699	-2.665196379	0.007694338	0.03986533
ENSG00000144040	6.224116833	-2.172887002	0.815343283	-2.664996509	0.007698912	0.039872158
ENSG00000122642	23.36474487	1.568171633	0.588519008	2.664606599	0.007707843	0.039894591
ENSG00000136319	15.04911722	-1.427610607	0.535784695	-2.664522932	0.007709761	0.039894591
ENSG00000162772	8.470149795	-1.880013557	0.705642534	-2.664257702	0.007715843	0.039909195
ENSG00000134308	91.83414916	-0.574744687	0.215859714	-2.662584308	0.007754314	0.040079588
ENSG00000088808	15.6411048	2.338925689	0.878456516	2.662540089	0.007755333	0.040079588
ENSG00000064995	11.38168146	-1.551276339	0.582708938	-2.662180445	0.007763625	0.040103888
ENSG00000106603	18.7530517	-1.255395594	0.471602043	-2.66198082	0.00776823	0.040103888
ENSG00000103043	19.72767287	1.848602517	0.694464664	2.661910122	0.007769862	0.040103888
ENSG00000114302	5.266267311	4.079932284	1.533071038	2.661280646	0.007784404	0.040128055
ENSG00000048828	43.80483651	1.037907217	0.389981535	2.661426562	0.007781031	0.040128055
ENSG00000184564	6.225520318	-2.172145863	0.816182071	-2.661349644	0.007782809	0.040128055
ENSG00000141002	48.14103806	0.984247635	0.369859384	2.66114009	0.007787655	0.040128055
ENSG00000240445	5.101100352	-2.456819701	0.923327834	-2.66083141	0.007794798	0.040147962
ENSG00000101384	13.41604939	2.819792966	1.060125284	2.659867667	0.007817136	0.040246087
ENSG00000092208	2.683048725	-3.577334712	1.345287931	-2.659159151	0.007833595	0.040313464
ENSG00000089639	19.50386049	1.845673948	0.694117858	2.65902098	0.007836808	0.040313464
ENSG00000128881	17.15430875	2.0475552	0.770625627	2.657003776	0.007883856	0.04053845
ENSG00000204228	4.917724691	3.980987294	1.499401943	2.655050109	0.007929663	0.040739766
ENSG00000089737	63.61113893	-0.689439693	0.259667694	-2.655084593	0.007928852	0.040739766
ENSG00000164190	37.83982342	1.124914256	0.423796575	2.654373162	0.00794559	0.040804473
ENSG00000102030	19.45165988	1.898212277	0.715344912	2.653562283	0.007964707	0.040885496
ENSG00000188807	13.34475025	2.811097541	1.05980189	2.652474549	0.007990415	0.040983097
ENSG00000187391	36.20607201	-0.891390643	0.33605599	-2.652506341	0.007989663	0.040983097
ENSG00000150961	25.25942053	1.466281411	0.552941173	2.651785546	0.008006738	0.04104962
ENSG00000166105	3.368355412	-3.536170678	1.334011565	-2.650779627	0.008030622	0.041154837
ENSG00000136731	62.56959857	0.82819651	0.312733052	2.648253853	0.008090875	0.041446266
ENSG00000120963	7.731645915	-1.946748397	0.735382917	-2.647258118	0.008114739	0.041533757
ENSG00000174807	22.01861776	1.758702575	0.664340309	2.647291683	0.008113933	0.041533757
ENSG00000188554	28.04457684	1.405024858	0.530777078	2.647109148	0.008118315	0.041534695
ENSG00000107036	17.32492393	2.02565932	0.765846412	2.644994202	0.008169232	0.041777738
ENSG00000166407	7.644583969	-1.873916511	0.708590872	-2.64456767	0.008179535	0.041812963
ENSG00000077232	15.04573567	2.315200724	0.87559268	2.644152671	0.008189571	0.041846793
ENSG00000172349	5.647785299	-2.83210123	1.071177505	-2.643914027	0.008195347	0.041858837
ENSG00000165502	7.645285711	-1.873688721	0.708880319	-2.643166515	0.008213463	0.041933874
ENSG00000143147	30.17125187	1.335286066	0.50524549	2.642846088	0.00822124	0.041956081
ENSG00000113300	13.43040871	2.798279863	1.059012946	2.642347172	0.008233361	0.042000434
ENSG00000079739	21.48325896	1.678102306	0.635169919	2.641973836	0.008242442	0.042029247
ENSG00000214253	36.67145076	1.291038126	0.488744529	2.641539802	0.008253011	0.042065617
ENSG00000109536	7.573986571	-1.93938503	0.734328242	-2.641032878	0.00826537	0.042111079
ENSG00000079308	52.93388264	0.906107387	0.343121758	2.640775079	0.008271661	0.042125603
ENSG00000170892	27.59578252	1.400300093	0.530494756	2.639611567	0.00830011	0.042252908
ENSG00000142611	3.228330187	-4.515648628	1.711001774	-2.63918407	0.008310584	0.042271078
ENSG00000117597	27.29612261	-1.028834251	0.389818147	-2.639267205	0.008308546	0.042271078
ENSG00000176407	4.985982947	4.001019282	1.516995902	2.637462155	0.008352895	0.042426108
ENSG00000102057	4.847595122	3.960255478	1.501538055	2.63746594	0.008352801	0.042426108
ENSG00000135476	27.38037759	-1.042209216	0.395168436	-2.637379714	0.008354925	0.042426108
ENSG00000172216	26.02787388	-1.165653891	0.441920464	-2.637700639	0.008347023	0.042426108
ENSG00000159685	5.335929053	4.098891504	1.554621591	2.636584702	0.008374529	0.042508026
ENSG00000132718	108.0185138	-0.564157067	0.214020757	-2.635992298	0.008389164	0.042564662
ENSG00000168702	27.46941487	1.377706307	0.522714031	2.635678831	0.008396917	0.042586351
ENSG00000129083	43.17335558	-0.825675851	0.313340147	-2.635078393	0.008411785	0.042644094
ENSG00000171811	10.5912186	-1.902204478	0.722070462	-2.634375144	0.00842923	0.042714843
ENSG00000015592	23.59787841	-1.396705175	0.531153059	-2.62957193	0.008549244	0.043305089
ENSG00000143337	27.59263761	-1.009007032	0.383786113	-2.629086873	0.008561449	0.043348973
ENSG00000127948	53.76739384	0.949592448	0.361208477	2.628931787	0.008565354	0.043350818
ENSG00000068120	12.80274359	3.811339781	1.449858026	2.628767584	0.008569491	0.043353832
ENSG00000128641	77.10488676	-0.638530471	0.242927722	-2.628479223	0.008576759	0.043372683
ENSG00000116539	120.7042903	0.657281899	0.250086643	2.628216733	0.008583381	0.043387877
ENSG00000130762	8.158105905	-1.864120239	0.709309	-2.628079212	0.008586852	0.043387877
ENSG00000034510	70.13362665	-0.652841604	0.248481141	-2.627328586	0.008605819	0.043465776
ENSG00000126773	17.30682198	2.043393584	0.777963345	2.626593653	0.008624426	0.043541791
ENSG00000183317	14.04375264	-1.609861918	0.612985077	-2.626266087	0.00863273	0.043547803
ENSG00000167535	21.1027229	1.677910841	0.638893615	2.626275801	0.008632484	0.043547803
ENSG00000176428	4.84806295	3.960362636	1.508956647	2.624570191	0.008675841	0.043747248
ENSG00000211450	36.43152178	-0.884992258	0.337403061	-2.622952663	0.008717138	0.043937392
ENSG00000070214	12.58744268	3.785372102	1.443500829	2.622355337	0.008732433	0.043978272
ENSG00000155621	5.328187523	-2.340786999	0.89262093	-2.62237521	0.008731924	0.043978272
ENSG00000254585	3.978083871	-3.025278793	1.153901789	-2.621781872	0.00874714	0.04399804
ENSG00000167210	3.978083871	-3.025278793	1.153901789	-2.621781872	0.00874714	0.04399804
ENSG00000197124	3.978083871	-3.025278793	1.153901789	-2.621781872	0.00874714	0.04399804
ENSG00000188133	4.858952118	-2.309771778	0.881310389	-2.620838023	0.008771393	0.044101914
ENSG00000065534	27.62450116	1.375271779	0.525046179	2.619334897	0.008810141	0.044278553
ENSG00000107281	19.08051002	1.805183421	0.689385553	2.618539674	0.008830702	0.04436368
ENSG00000114346	17.64416063	-1.29905391	0.4961824	-2.618097518	0.008842153	0.044402987
ENSG00000144048	9.875088039	-1.620331229	0.618981613	-2.617737256	0.008851493	0.044431665
ENSG00000170266	15.23802243	2.361812834	0.902296315	2.617557885	0.008856147	0.044436804
ENSG00000187688	5.998900975	-2.253900668	0.861189122	-2.617195932	0.008865544	0.044465732
ENSG00000171311	8.520245183	-2.297107792	0.877752935	-2.617032311	0.008869794	0.044468834
ENSG00000148331	13.06353023	2.77643184	1.061053779	2.616674002	0.00887911	0.044497314
ENSG00000131013	17.41988043	-1.314270778	0.502462361	-2.61566016	0.008905514	0.04461138
ENSG00000179091	23.18499932	1.877013825	0.717849683	2.614772799	0.008928683	0.044709146
ENSG00000112651	5.474597064	-2.539853039	0.971765295	-2.613648636	0.008958111	0.044838165
ENSG00000121903	4.775828153	3.938866943	1.507430628	2.612967303	0.008975989	0.044890945
ENSG00000171877	4.775828153	3.938866943	1.507430628	2.612967303	0.008975989	0.044890945
ENSG00000175550	69.8365829	-0.697216879	0.266891599	-2.61235978	0.008991957	0.044952442
ENSG00000133134	19.07172154	-1.648732397	0.631215402	-2.611996461	0.009001519	0.044981874
ENSG00000154447	13.21931826	2.772064759	1.061453025	2.611575543	0.009012607	0.045018911
ENSG00000100591	42.86186041	1.009240258	0.386537987	2.610973026	0.009028501	0.045079912
ENSG00000107164	30.93189516	1.261220858	0.483113654	2.610609011	0.009038116	0.045109521
ENSG00000178761	11.31225364	-1.587245211	0.608079478	-2.61025946	0.009047357	0.045137244
ENSG00000145730	18.76870004	1.811624006	0.694712715	2.607731178	0.00911445	0.045453448
ENSG00000075340	50.30000453	-0.819683696	0.314400509	-2.607132218	0.00913041	0.045514497
ENSG00000197555	33.2421412	1.186733208	0.455245352	2.606799177	0.009139294	0.045540245
ENSG00000141258	47.50706496	0.95549281	0.366575146	2.606540078	0.009146212	0.045556173
ENSG00000103507	29.22500097	1.296860379	0.497586029	2.606303841	0.009152523	0.045569069
ENSG00000136305	4.707102068	3.917824257	1.503674499	2.605500233	0.009174021	0.045657537
ENSG00000261115	10.18759976	-1.630602344	0.625881301	-2.605290078	0.009179651	0.04566699
ENSG00000163877	20.99316818	-1.152312522	0.442332419	-2.605082673	0.009185209	0.045676084
ENSG00000180357	76.19046129	0.767799414	0.294779747	2.604654564	0.009196693	0.045714621
ENSG00000014824	13.35864175	2.789313124	1.071559928	2.603039784	0.009240123	0.045911861
ENSG00000080189	19.30853285	1.808290628	0.694861926	2.602374026	0.009258082	0.045982434
ENSG00000188011	3.962554979	-2.58697682	0.994256052	-2.601922125	0.00927029	0.04600574
ENSG00000214654	3.962554979	-2.58697682	0.994256052	-2.601922125	0.00927029	0.04600574
ENSG00000172409	12.97416727	-1.538027151	0.591191058	-2.601573772	0.00927971	0.046015186
ENSG00000100697	33.08494968	1.188355555	0.456759686	2.601708494	0.009276066	0.046015186
ENSG00000070610	16.81708456	1.991828248	0.765804162	2.600962944	0.009296249	0.04606322
ENSG00000104884	24.90853876	1.438824106	0.553194285	2.600938124	0.009296922	0.04606322
ENSG00000005486	41.51643504	1.078007525	0.414593084	2.600158006	0.009318085	0.046149397
ENSG00000091542	28.91015011	1.300797236	0.500479346	2.599102734	0.00934678	0.046272795
ENSG00000100225	14.76638696	2.282832798	0.878419133	2.598796761	0.009355114	0.046295337
ENSG00000141456	101.6651314	-0.745839615	0.287035796	-2.598420219	0.009365381	0.046327416
ENSG00000075539	25.26269532	1.466916599	0.564637624	2.597978839	0.009377427	0.046368272
ENSG00000185483	23.65775115	1.576045206	0.606699219	2.597737323	0.009384025	0.046372441
ENSG00000151458	20.03758189	1.935345546	0.745070877	2.597532135	0.009389633	0.046372441
ENSG00000008853	13.06610329	2.777578757	1.06926749	2.597646317	0.009386512	0.046372441
ENSG00000007402	119.1887549	0.618465283	0.238144389	2.59701808	0.009403697	0.046423172
ENSG00000196208	60.39674377	0.831388267	0.320194671	2.596508757	0.009417651	0.046425251
ENSG00000164125	13.14872086	2.76317277	1.06421219	2.596449088	0.009419286	0.046425251
ENSG00000100842	16.73002262	2.002979091	0.771382983	2.596607828	0.009414935	0.046425251
ENSG00000140564	27.62707422	1.374918755	0.52946921	2.59678699	0.009410026	0.046425251
ENSG00000197498	9.225819966	-1.92691098	0.742489272	-2.595203801	0.009453485	0.046575055
ENSG00000147533	4.636036842	3.895952376	1.50169955	2.594362085	0.009476663	0.046670466
ENSG00000105996	6.746791058	-3.440311511	1.32644529	-2.593632423	0.009496796	0.046750813
ENSG00000037280	5.242061234	-2.212558481	0.853962911	-2.590930416	0.009571684	0.047100535
ENSG00000065150	58.72845354	0.846947767	0.327026088	2.589847717	0.00960184	0.047229941
ENSG00000159055	12.417636	-1.485167308	0.573583426	-2.589278631	0.009617724	0.047289073
ENSG00000198843	6.20905577	-1.994838172	0.770548298	-2.588855466	0.00962955	0.047328215
ENSG00000198830	16.81929655	-1.265079462	0.48870742	-2.588623397	0.009636042	0.047341114
ENSG00000155229	24.99443114	1.431012787	0.552984725	2.587798038	0.009659159	0.047435656
ENSG00000126091	4.636972499	3.896158407	1.506388678	2.586423055	0.009697782	0.047606233
ENSG00000126456	26.80508574	1.355976448	0.524351398	2.586007119	0.009709493	0.047644616
ENSG00000150401	17.35253426	-2.341559158	0.905584423	-2.585688422	0.009718474	0.047669581
ENSG00000143889	16.58999739	1.987750806	0.769187718	2.58422068	0.009759932	0.047853765
ENSG00000184347	234.8402241	0.399027294	0.154489477	2.582876853	0.009798029	0.048021324
ENSG00000196338	22.71500897	1.529600703	0.592385344	2.582104233	0.009819992	0.048109709
ENSG00000149781	5.085805375	-2.204155483	0.853979339	-2.581040762	0.009850295	0.048219577
ENSG00000149926	18.71456719	1.787551601	0.692567316	2.581051053	0.009850001	0.048219577
ENSG00000113161	32.85786251	1.185803096	0.459581338	2.580181132	0.009874851	0.048320462
ENSG00000285723	12.56986211	-2.465509925	0.955625539	-2.579995852	0.00988015	0.048327079
ENSG00000103152	12.93856607	2.736471573	1.060725308	2.579811712	0.00988542	0.048333544
ENSG00000132821	15.06477327	2.294590763	0.889540266	2.579524333	0.009893649	0.048354468
ENSG00000188092	2.456195468	-4.125784642	1.60004021	-2.5785506	0.009921577	0.048413657
ENSG00000170464	8.908327417	-1.680000239	0.65143315	-2.578929607	0.009910698	0.048413657
ENSG00000182993	2.456195468	-4.125784642	1.60004021	-2.5785506	0.009921577	0.048413657
ENSG00000185338	3.962321065	-2.587305494	1.003383565	-2.578580699	0.009920712	0.048413657
ENSG00000196914	54.62567677	0.935840723	0.362971278	2.578277622	0.009929419	0.048432619
ENSG00000173614	3.962788894	-2.586945177	1.003595454	-2.577677258	0.009946685	0.04845892
ENSG00000173706	34.7562808	1.139945426	0.442200216	2.577894324	0.009940439	0.04845892
ENSG00000268655	3.962788894	-2.586945177	1.003595454	-2.577677258	0.009946685	0.04845892
ENSG00000029725	30.88470534	-0.974937262	0.378268901	-2.577365626	0.009955658	0.048483342
ENSG00000180964	11.29485343	-1.512198545	0.586840302	-2.576848486	0.009970564	0.048523701
ENSG00000154736	20.8219707	1.65273817	0.64139093	2.576803151	0.009971872	0.048523701
ENSG00000158882	4.565673359	3.87389931	1.503466877	2.576644267	0.009976456	0.048526721
ENSG00000052795	14.55412694	2.257678495	0.876419752	2.576024205	0.009994365	0.048594524
ENSG00000104960	54.58401001	0.863541479	0.335259614	2.575739644	0.010002593	0.048615224
ENSG00000167566	50.91213759	0.912062045	0.354179659	2.575139541	0.010019965	0.048661022
ENSG00000169018	12.09957658	3.723484882	1.445916142	2.575173464	0.010018983	0.048661022
ENSG00000068001	18.55807742	1.790977518	0.695876246	2.573701184	0.010061713	0.048844391
ENSG00000092203	14.71155237	2.253976554	0.875890294	2.573354869	0.010071788	0.048873919
ENSG00000133606	21.13471634	1.646300416	0.639814335	2.573090857	0.010079474	0.04889184
ENSG00000100151	4.566609015	3.874107213	1.505999551	2.572449115	0.01009818	0.048963175
ENSG00000068971	12.38220009	3.758730112	1.461867875	2.571183195	0.01013517	0.049123074
ENSG00000124615	4.637440327	3.896274141	1.515798494	2.570443338	0.010156844	0.049208643
ENSG00000083223	25.96014437	-1.05454013	0.410297792	-2.570182314	0.010164501	0.049226258
ENSG00000095951	33.62735554	1.187050274	0.461908579	2.569881417	0.010173333	0.049230086
ENSG00000149313	16.97602023	-1.268629825	0.493630299	-2.569999914	0.010169854	0.049230086
ENSG00000240694	12.79877476	2.718419792	1.058313121	2.568634688	0.010210003	0.049388014
ENSG00000166484	11.80212593	3.707847568	1.443680759	2.568329283	0.010219003	0.049412029
ENSG00000113194	32.18845623	-0.915311975	0.356440781	-2.567921581	0.01023103	0.049438832
ENSG00000146143	7.817772205	-2.030250068	0.79063658	-2.567867614	0.010232623	0.049438832
ENSG00000177030	22.57521765	1.517577741	0.591217645	2.566868149	0.010262163	0.049561994
ENSG00000213719	17.49658923	-1.561923089	0.608699756	-2.565999202	0.010287906	0.049666735
ENSG00000143006	3.50908238	-2.963501	1.155411477	-2.564887972	0.010320912	0.049782433
ENSG00000120156	5.992290458	-3.679907254	1.43476889	-2.564808367	0.01032328	0.049782433
ENSG00000119688	12.79830693	2.718356863	1.059878412	2.564781801	0.010324071	0.049782433
ENSG00000172954	11.53887298	-1.557287531	0.607458497	-2.563611404	0.010358945	0.049930931
ENSG00000187672	10.2588989	-1.589471192	0.620322907	-2.562328708	0.010397286	0.05007233
ENSG00000105737	75.60348178	0.708754358	0.27659824	2.56239649	0.010395257	0.05007233
ENSG00000142192	283.3417104	0.382296743	0.149205293	2.562219708	0.01040055	0.05007233
